Step,time,passes,recirculated,discarded,keff,keff_relative_uncertainty,keff_absolute_uncertainty,neutrons_per_cycle,power_normalization_value,DEM_step_increment,threshold_fuel,time_step
190,2377.280000000006,9.501518784972047,1563.0,280.0,1.01683224948637,0.000560464583197,0.0005698984628896,50000,10000000.0,1,72,12.512
191,2389.7920000000063,9.551526778577164,1563.0,279.0,1.0163812742155052,0.0005864374909238,0.0005960440842729,50000,10000000.0,1,72,12.512
192,2402.3040000000065,9.60153477218228,1563.0,282.0,1.0154211103774262,0.0005874880885222,0.0005965478071807,50000,10000000.0,1,72,12.512
193,2414.8160000000066,9.651542765787395,1563.0,316.0,1.014366120830383,0.0005415222756446,0.0005493018500888,50000,10000000.0,1,72,12.512
194,2427.328000000007,9.701550759392513,1563.0,315.0,1.014054984673591,0.0005235102595436,0.0005308681882179,50000,10000000.0,1,72,12.512
195,2439.840000000007,9.75155875299763,1563.0,296.0,1.0137812835395903,0.0005676685096114,0.0005754917102988,50000,10000000.0,1,72,12.512
196,2452.352000000007,9.801566746602743,1563.0,317.0,1.0146839445397848,0.0005489912642755,0.000557052621553,50000,10000000.0,1,72,12.512
197,2464.8640000000078,9.851574740207862,1563.0,303.0,1.0153939286623963,0.000562700931267,0.0005713631092612,50000,10000000.0,1,72,12.512
198,2477.3760000000075,9.90158273381298,1563.0,273.0,1.0154218981535756,0.0005347242526169,0.000542970715581,50000,10000000.0,1,72,12.512
199,2489.888000000008,9.951590727418097,1563.0,298.0,1.0141954352210667,0.0005809092703538,0.0005891555302704,50000,10000000.0,1,72,12.512
200,2502.400000000008,10.001598721023212,1563.0,281.0,1.0142887761176933,0.000587333877421,0.0005957261597018,50000,10000000.0,1,72,12.512
201,2514.9120000000075,10.051606714628328,1563.0,273.0,1.013685718153967,0.0005548867603182,0.0005624807841273,50000,10000000.0,1,72,12.512
202,2527.424000000008,10.101614708233445,1562.0,322.0,1.0131800635545292,0.0005388001350562,0.0005459015550794,50000,10000000.0,1,72,12.512
203,2539.936000000008,10.15162270183856,1563.0,283.0,1.013773134932526,0.0005696149476831,0.0005774603312171,50000,10000000.0,1,72,12.512
204,2552.448000000008,10.201630695443678,1563.0,324.0,1.0120771131138886,0.0005438557552001,0.0005504239626733,50000,10000000.0,1,72,12.512
205,2564.960000000008,10.251638689048796,1563.0,315.0,1.012742991419419,0.0005393784024777,0.0005462516968323,50000,10000000.0,1,72,12.512
206,2577.4720000000084,10.30164668265391,1563.0,301.0,1.012167083134248,0.0005691804503882,0.0005761057162465,50000,10000000.0,1,72,12.512
207,2589.984000000009,10.351654676259027,1563.0,271.0,1.0111970855101535,0.0005280754581152,0.0005339883641755,50000,10000000.0,1,72,12.512
208,2602.4960000000087,10.401662669864145,1563.0,327.0,1.011159497485515,0.0005765114340923,0.0005829450119914,50000,10000000.0,1,72,12.512
209,2615.008000000009,10.45167066346926,1563.0,303.0,1.0105182285753216,0.0005621241544326,0.0005680367047767,50000,10000000.0,1,72,12.512
210,2627.520000000009,10.501678657074375,1563.0,306.0,1.0104639650521865,0.0005419942633882,0.0005476656724188,50000,10000000.0,1,72,12.512
211,2640.032000000009,10.551686650679493,1563.0,307.0,1.0107692505987966,0.0005556361239067,0.0005616199085668,50000,10000000.0,1,72,12.512
212,2652.5440000000094,10.60169464428461,1563.0,306.0,1.011216961218335,0.0006020486737858,0.0006088018304113,50000,10000000.0,1,72,12.512
213,2665.0560000000096,10.651702637889723,1563.0,337.0,1.0111832290602345,0.0005459759561094,0.0005520817302879,50000,10000000.0,1,72,12.512
214,2677.5680000000093,10.701710631494842,1563.0,333.0,1.0105794776490655,0.0005533470861274,0.0005592012092573,50000,10000000.0,1,72,12.512
215,2690.080000000009,10.751718625099958,1563.0,334.0,1.012847866372298,0.0005678722702788,0.0005751682173239,50000,10000000.0,1,72,12.512
216,2702.5920000000096,10.801726618705077,1563.0,322.0,1.0118866160812294,0.0005271540881068,0.0005334201663678,50000,10000000.0,1,72,12.512
217,2715.10400000001,10.851734612310192,1563.0,351.0,1.0114267256977794,0.000567431927205,0.0005739158161893,50000,10000000.0,1,72,12.512
218,2727.61600000001,10.901742605915308,1563.0,331.0,1.0119224506480042,0.0005505884820494,0.000557152846054,50000,10000000.0,1,72,12.512
219,2740.12800000001,10.951750599520423,1563.0,369.0,1.0128626990399392,0.0005282895733258,0.0005350848031134,50000,10000000.0,1,72,12.512
220,2752.6400000000103,11.00175859312554,1563.0,363.0,1.0128362554730657,0.000561021131878,0.0005682225424526,50000,10000000.0,1,72,12.512
221,2765.1520000000105,11.051766586730658,1563.0,355.0,1.0138739898871372,0.0005765356841936,0.0005845345344457,50000,10000000.0,1,72,12.512
222,2777.6640000000107,11.101774580335771,1563.0,347.0,1.015231494314882,0.0005471601052871,0.0005554941713201,50000,10000000.0,1,72,12.512
223,2790.176000000011,11.15178257394089,1563.0,326.0,1.0146133958702668,0.0005668331606048,0.0005751165179731,50000,10000000.0,1,72,12.512
224,2802.688000000011,11.201790567546007,1563.0,335.0,1.0147312633899326,0.0005705109413081,0.0005789152882514,50000,10000000.0,1,72,12.512
225,2815.200000000011,11.251798561151125,1563.0,320.0,1.0147818718062762,0.0005314423468954,0.0005392980595396,50000,10000000.0,1,72,12.512
226,2827.712000000012,11.30180655475624,1563.0,349.0,1.0153271471206704,0.0005329805131153,0.0005411495838523,50000,10000000.0,1,72,12.512
227,2840.2240000000115,11.351814548361356,1563.0,342.0,1.0158252012182392,0.0005627184850868,0.0005716236183426,50000,10000000.0,1,72,12.512
228,2852.7360000000112,11.401822541966473,1563.0,364.0,1.0160847500072006,0.0005906961901365,0.000600197390685,50000,10000000.0,1,72,12.512
229,2865.2480000000114,11.45183053557159,1563.0,347.0,1.0162792219175083,0.0005815976013783,0.0005910655577978,50000,10000000.0,1,72,12.512
230,2877.760000000012,11.501838529176704,1563.0,337.0,1.0164713339826188,0.0005247484805428,0.0005333917880227,50000,10000000.0,1,72,12.512
231,2890.272000000012,11.551846522781824,1563.0,359.0,1.0169806270849249,0.000560709876618,0.0005702310819357,50000,10000000.0,1,72,12.512
232,2902.784000000012,11.601854516386938,1563.0,341.0,1.0176118075525762,0.0005559407165482,0.0005657318374587,50000,10000000.0,1,72,12.512
233,2915.296000000012,11.651862509992055,1563.0,327.0,1.0166694256286648,0.0005382024180805,0.0005471739432619,50000,10000000.0,1,72,12.512
234,2927.8080000000123,11.70187050359717,1563.0,324.0,1.0163005585126732,0.0005512807285524,0.000560266912325,50000,10000000.0,1,72,12.512
235,2940.3200000000124,11.751878497202288,1563.0,302.0,1.016985259099249,0.0005834446352599,0.0005933545935599,50000,10000000.0,1,72,12.512
236,2952.8320000000126,11.801886490807403,1563.0,300.0,1.018391353063929,0.0005772344635478,0.0005878505863676,50000,10000000.0,1,72,12.512
237,2965.344000000013,11.85189448441252,1563.0,321.0,1.0182099390758717,0.0005379110308417,0.0005477063579416,50000,10000000.0,1,72,12.512
238,2977.856000000013,11.901902478017638,1563.0,317.0,1.0180487556846731,0.0005571406087271,0.000567196303456,50000,10000000.0,1,72,12.512
239,2990.368000000013,11.951910471622751,1563.0,309.0,1.017078900838809,0.0005453725564116,0.0005546869202228,50000,10000000.0,1,72,12.512
240,3002.8800000000133,12.00191846522787,1563.0,310.0,1.0171642200083408,0.000560129230714,0.0005697434120631,50000,10000000.0,1,72,12.512
241,3015.392000000013,12.051926458832986,1563.0,323.0,1.0156363457592428,0.0005659105872342,0.000574759360845,50000,10000000.0,1,72,12.512
242,3027.904000000013,12.101934452438105,1563.0,294.0,1.0164250309379683,0.0005448459417863,0.0005537950532366,50000,10000000.0,1,72,12.512
243,3040.4160000000134,12.15194244604322,1563.0,303.0,1.0171357207392608,0.0005844926080167,0.0005945083101218,50000,10000000.0,1,72,12.512
244,3052.928000000013,12.201950439648336,1563.0,311.0,1.016600216513169,0.0005530653659933,0.0005622463708147,50000,10000000.0,1,72,12.512
245,3065.4400000000137,12.251958433253453,1563.0,301.0,1.0162981845105394,0.0005523702981602,0.0005613729311978,50000,10000000.0,1,72,12.512
246,3077.952000000014,12.301966426858568,1563.0,319.0,1.0171238790347978,0.0005715134897957,0.0005813000176617,50000,10000000.0,1,72,12.512
247,3090.464000000014,12.351974420463684,1563.0,291.0,1.016585363960042,0.0005675403480737,0.0005769532113086,50000,10000000.0,1,72,12.512
248,3102.976000000014,12.401982414068804,1563.0,301.0,1.0154763671113098,0.000562722946847,0.0005714318537543,50000,10000000.0,1,72,12.512
249,3115.4880000000144,12.451990407673918,1563.0,268.0,1.0162851109344555,0.0005895018891975,0.0005991019928592,50000,10000000.0,1,72,12.512
250,3128.0000000000146,12.501998401279035,1563.0,295.0,1.0160410048981854,0.0005574966473179,0.0005664394537682,50000,10000000.0,1,72,12.512
251,3140.5120000000147,12.55200639488415,1563.0,296.0,1.0155829738527562,0.0005496849152766,0.0005582506409386,50000,10000000.0,1,72,12.512
252,3153.024000000015,12.602014388489268,1563.0,291.0,1.0148214227373729,0.0005769664513853,0.0005855179150666,50000,10000000.0,1,72,12.512
253,3165.536000000015,12.652022382094383,1563.0,313.0,1.016012217472778,0.0005474131095538,0.0005561784073114,50000,10000000.0,1,72,12.512
254,3178.0480000000152,12.7020303756995,1563.0,314.0,1.0152221419289582,0.0005406512436093,0.0005488811135735,50000,10000000.0,1,72,12.512
255,3190.560000000015,12.752038369304618,1563.0,290.0,1.014422774598266,0.0005346744949866,0.0005423859847113,50000,10000000.0,1,72,12.512
256,3203.072000000015,12.802046362909731,1563.0,303.0,1.0139754733690518,0.0005407570872701,0.0005483144235423,50000,10000000.0,1,72,12.512
257,3215.5840000000157,12.85205435651485,1563.0,309.0,1.0142374923138295,0.0005707517075098,0.0005788777805585,50000,10000000.0,1,72,12.512
258,3228.0960000000155,12.902062350119966,1563.0,265.0,1.0126082297640786,0.0005829669207587,0.0005903171016405,50000,10000000.0,1,72,12.512
259,3240.608000000016,12.952070343725085,1563.0,333.0,1.0139091660313806,0.0005431049328887,0.0005506590695727,50000,10000000.0,1,72,12.512
260,3253.120000000016,13.002078337330198,1563.0,325.0,1.012127706170726,0.0005692075984833,0.0005761107809878,50000,10000000.0,1,72,12.512
261,3265.632000000016,13.052086330935316,1563.0,296.0,1.0133340452979809,0.000570385602393,0.0005779911498526,50000,10000000.0,1,72,12.512
262,3278.144000000016,13.102094324540433,1563.0,298.0,1.0141060227604473,0.0005404336518583,0.000548057021252,50000,10000000.0,1,72,12.512
263,3290.6560000000163,13.152102318145548,1563.0,331.0,1.0129523685305892,0.0005353313017183,0.0005422651100241,50000,10000000.0,1,72,12.512
264,3303.1680000000165,13.202110311750666,1563.0,324.0,1.0142783745595787,0.0005759530260843,0.0005841766991194,50000,10000000.0,1,72,12.512
265,3315.6800000000167,13.25211830535578,1563.0,307.0,1.0133454927270134,0.0005547434705487,0.0005621467955002,50000,10000000.0,1,72,12.512
266,3328.192000000017,13.302126298960898,1563.0,302.0,1.0133817856910885,0.0005394645151045,0.0005466835136336,50000,10000000.0,1,72,12.512
267,3340.704000000017,13.352134292566015,1563.0,326.0,1.0125593450954196,0.0005563059833042,0.0005632928221271,50000,10000000.0,1,72,12.512
268,3353.216000000017,13.40214228617113,1563.0,302.0,1.0127018347636207,0.0005412187871904,0.0005480932587963,50000,10000000.0,1,72,12.512
269,3365.728000000017,13.452150279776248,1563.0,314.0,1.0116404554459673,0.0005359168238173,0.0005421551397277,50000,10000000.0,1,72,12.512
270,3378.240000000017,13.502158273381363,1563.0,329.0,1.0114469013930618,0.0005495246772611,0.0005558150320547,50000,10000000.0,1,72,12.512
271,3390.752000000017,13.55216626698648,1563.0,307.0,1.0133861554046542,0.0005538687275334,0.0005612829003939,50000,10000000.0,1,72,12.512
272,3403.2640000000174,13.602174260591596,1563.0,304.0,1.0125511788948265,0.000576976455172,0.000584218189879,50000,10000000.0,1,72,12.512
273,3415.7760000000176,13.652182254196711,1563.0,329.0,1.0117261972762817,0.0005467808132319,0.0005531924729147,50000,10000000.0,1,72,12.512
274,3428.2880000000177,13.70219024780183,1563.0,350.0,1.0121149400146856,0.0005249463837216,0.0005313060776713,50000,10000000.0,1,72,12.512
275,3440.800000000018,13.752198241406946,1563.0,318.0,1.0127307407316233,0.0005699557164028,0.0005772116748568,50000,10000000.0,1,72,12.512
276,3453.312000000018,13.802206235012063,1563.0,330.0,1.0123464653682943,0.0005699429240004,0.0005769797045735,50000,10000000.0,1,72,12.512
277,3465.8240000000183,13.85221422861718,1563.0,336.0,1.0134832399504163,0.0005813497641481,0.0005891882425133,50000,10000000.0,1,72,12.512
278,3478.3360000000184,13.902222222222296,1563.0,351.0,1.014167572618227,0.000570510302304,0.0005785930484413,50000,10000000.0,1,72,12.512
279,3490.8480000000186,13.952230215827411,1563.0,373.0,1.0143808259146463,0.0005699226807493,0.000578118639606,50000,10000000.0,1,72,12.512
280,3503.3600000000188,14.002238209432528,1563.0,332.0,1.01397085025125,0.0005875420831323,0.0005957505455921,50000,10000000.0,1,72,12.512
281,3515.872000000019,14.052246203037646,1563.0,338.0,1.016669576173044,0.0005388063098576,0.0005477879826823,50000,10000000.0,1,72,12.512
282,3528.384000000019,14.10225419664276,1563.0,331.0,1.015072075170923,0.0005875892506737,0.0005964454400295,50000,10000000.0,1,72,12.512
283,3540.896000000019,14.152262190247878,1563.0,334.0,1.0136535669568296,0.0005591092939552,0.0005667431301364,50000,10000000.0,1,72,12.512
284,3553.408000000019,14.202270183852994,1563.0,332.0,1.015144753056188,0.0005813262028386,0.0005901302446257,50000,10000000.0,1,72,12.512
285,3565.920000000019,14.25227817745811,1563.0,342.0,1.0161131630453524,0.0005527843811223,0.0005616914859843,50000,10000000.0,1,72,12.512
286,3578.43200000002,14.302286171063228,1563.0,351.0,1.0174639523652664,0.0005455467804823,0.0005550741834697,50000,10000000.0,1,72,12.512
287,3590.9440000000195,14.352294164668344,1563.0,363.0,1.016537888004542,0.0005760534968751,0.000585580205091,50000,10000000.0,1,72,12.512
288,3603.45600000002,14.40230215827346,1563.0,332.0,1.0177341908512412,0.0005905188925294,0.0006009912672707,50000,10000000.0,1,72,12.512
289,3615.96800000002,14.452310151878576,1563.0,335.0,1.0168173397687874,0.0005451412688112,0.0005543090947508,50000,10000000.0,1,72,12.512
290,3628.48000000002,14.502318145483692,1563.0,326.0,1.017451304058672,0.0005727902908569,0.0005827862283845,50000,10000000.0,1,72,12.512
291,3640.99200000002,14.552326139088809,1562.0,331.0,1.0163994611177385,0.0005328832685103,0.0005416222669525,50000,10000000.0,1,72,12.512
292,3653.504000000021,14.602334132693926,1563.0,308.0,1.0168100049234194,0.000555909399644,0.000565254239389,50000,10000000.0,1,72,12.512
293,3666.016000000021,14.652342126299043,1563.0,321.0,1.0168483366444725,0.0005332106233825,0.0005421943354677,50000,10000000.0,1,72,12.512
294,3678.5280000000207,14.70235011990416,1563.0,309.0,1.017255282145731,0.0005550162779898,0.000564593240462,50000,10000000.0,1,72,12.512
295,3691.040000000021,14.752358113509276,1563.0,308.0,1.0167217213631734,0.0005637168234837,0.0005731431391337,50000,10000000.0,1,72,12.512
296,3703.552000000021,14.802366107114391,1563.0,287.0,1.016063380883628,0.0005683843447102,0.0005775145189276,50000,10000000.0,1,72,12.512
297,3716.0640000000208,14.852374100719508,1563.0,319.0,1.0171542380165823,0.0005380186528015,0.000547247952829,50000,10000000.0,1,72,12.512
298,3728.576000000021,14.902382094324624,1563.0,309.0,1.017469359046645,0.0005695339885657,0.0005794833823013,50000,10000000.0,1,72,12.512
299,3741.088000000021,14.95239008792974,1563.0,296.0,1.0158373569522638,0.0005626505339836,0.0005715614313297,50000,10000000.0,1,72,12.512
300,3753.600000000021,15.002398081534858,1563.0,322.0,1.0155015126695397,0.0005916173604343,0.0006007883244426,50000,10000000.0,1,72,12.512
301,3766.1120000000215,15.052406075139974,1563.0,280.0,1.0167521674743216,0.0005548181514158,0.0005641125580061,50000,10000000.0,1,72,12.512
302,3778.6240000000216,15.102414068745093,1563.0,302.0,1.0159128527717574,0.0005723687095538,0.00058147672856,50000,10000000.0,1,72,12.512
303,3791.136000000022,15.152422062350206,1563.0,321.0,1.015771629479736,0.0005824550952348,0.0005916413611855,50000,10000000.0,1,72,12.512
304,3803.648000000022,15.202430055955324,1563.0,311.0,1.0151627195237851,0.0005839626596751,0.0005928171216961,50000,10000000.0,1,72,12.512
305,3816.160000000022,15.25243804956044,1563.0,316.0,1.0160274698288427,0.0005240605843043,0.0005324599495077,50000,10000000.0,1,72,12.512
306,3828.6720000000223,15.302446043165556,1563.0,299.0,1.0149549667390998,0.0005664793177924,0.0005749509971484,50000,10000000.0,1,72,12.512
307,3841.1840000000234,15.352454036770672,1563.0,311.0,1.01538649022549,0.000544384660722,0.0005527608299831,50000,10000000.0,1,72,12.512
308,3853.696000000023,15.402462030375789,1563.0,317.0,1.0153157723566015,0.0005743633620058,0.0005831601805083,50000,10000000.0,1,72,12.512
309,3866.208000000023,15.452470023980906,1563.0,296.0,1.0161490312635009,0.000574294220983,0.0005835685163121,50000,10000000.0,1,72,12.512
310,3878.720000000023,15.502478017586022,1563.0,319.0,1.014646202485766,0.000564189903477,0.0005724531430437,50000,10000000.0,1,72,12.512
311,3891.232000000023,15.55248601119114,1563.0,332.0,1.0146356004566162,0.0005238281781776,0.0005314947181014,50000,10000000.0,1,72,12.512
312,3903.744000000023,15.602494004796256,1563.0,297.0,1.015987821603412,0.0005615085520037,0.0005704858505619,50000,10000000.0,1,72,12.512
313,3916.256000000023,15.652501998401371,1563.0,301.0,1.0157407022751697,0.0005842860804208,0.0005934831536563,50000,10000000.0,1,72,12.512
314,3928.768000000023,15.702509992006489,1563.0,284.0,1.0162912733422675,0.0005678949599806,0.0005771466920034,50000,10000000.0,1,72,12.512
315,3941.280000000024,15.752517985611604,1563.0,314.0,1.0146397074289115,0.000550941195672,0.0005590068135872,50000,10000000.0,1,72,12.512
316,3953.792000000024,15.80252597921672,1563.0,321.0,1.0154323849844509,0.0005085398838914,0.0005163878671596,50000,10000000.0,1,72,12.512
317,3966.304000000024,15.852533972821837,1563.0,328.0,1.0146031057635083,0.0005474319661194,0.0005554261730189,50000,10000000.0,1,72,12.512
318,3978.816000000024,15.902541966426954,1563.0,313.0,1.0146973494864229,0.0005488974757128,0.0005569648137456,50000,10000000.0,1,72,12.512
319,3991.328000000024,15.952549960032073,1563.0,295.0,1.0134575530015082,0.000570355342681,0.0005780309299348,50000,10000000.0,1,72,12.512
320,4003.840000000024,16.002557953637186,1563.0,332.0,1.0137030498703163,0.0005575250608497,0.0005651648545625,50000,10000000.0,1,72,12.512
321,4016.352000000024,16.052565947242304,1563.0,313.0,1.014362391168093,0.0005542822797562,0.0005622430986756,50000,10000000.0,1,72,12.512
322,4028.8640000000246,16.10257394084742,1563.0,324.0,1.0141938385554594,0.0005511871460297,0.0005590106073943,50000,10000000.0,1,72,12.512
323,4041.3760000000248,16.152581934452535,1563.0,294.0,1.0142183708337034,0.0005839175600972,0.0005922199165029,50000,10000000.0,1,72,12.512
324,4053.888000000025,16.20258992805765,1563.0,330.0,1.013161854071908,0.0005509214229001,0.0005581725702734,50000,10000000.0,1,72,12.512
325,4066.4000000000246,16.25259792166277,1563.0,304.0,1.0147601032031013,0.0005630782364518,0.0005713893293333,50000,10000000.0,1,72,12.512
326,4078.912000000025,16.302605915267886,1563.0,328.0,1.0130869197898609,0.0005611293171145,0.0005684727714794,50000,10000000.0,1,72,12.512
327,4091.424000000025,16.352613908873003,1563.0,315.0,1.0134261034642518,0.0005697815912766,0.0005774315378731,50000,10000000.0,1,72,12.512
328,4103.936000000025,16.402621902478117,1563.0,306.0,1.0129539763116997,0.0005678188622796,0.0005751743743709,50000,10000000.0,1,72,12.512
329,4116.448000000026,16.452629896083234,1563.0,333.0,1.0129322247514103,0.0005702357965962,0.000577610214079,50000,10000000.0,1,72,12.512
330,4128.9600000000255,16.50263788968835,1563.0,356.0,1.0135803219498984,0.0005477294886932,0.0005551678314911,50000,10000000.0,1,72,12.512
331,4141.472000000025,16.55264588329347,1563.0,304.0,1.013633969603008,0.0005441224454634,0.0005515409943452,50000,10000000.0,1,72,12.512
332,4153.984000000026,16.602653876898586,1563.0,318.0,1.0138257559255732,0.000546752759527,0.0005543120297318,50000,10000000.0,1,72,12.512
333,4166.496000000026,16.6526618705037,1563.0,339.0,1.0148816896699966,0.0005721232473969,0.0005806374080177,50000,10000000.0,1,72,12.512
334,4179.008000000026,16.702669864108817,1563.0,322.0,1.0139976555025705,0.0005727963875623,0.0005808141940685,50000,10000000.0,1,72,12.512
335,4191.520000000026,16.752677857713934,1563.0,341.0,1.0145817006867135,0.0005475847482727,0.0005555694651726,50000,10000000.0,1,72,12.512
336,4204.0320000000265,16.80268585131905,1563.0,343.0,1.0128037706874524,0.0005623204265286,0.0005695202483228,50000,10000000.0,1,72,12.512
337,4216.544000000026,16.85269384492417,1563.0,325.0,1.0161156452681055,0.000564521276715,0.0005736189013569,50000,10000000.0,1,72,12.512
338,4229.056000000027,16.902701838529282,1563.0,328.0,1.0155951850185698,0.0005507145629331,0.0005593030584345,50000,10000000.0,1,72,12.512
339,4241.568000000027,16.9527098321344,1563.0,305.0,1.0144398729546626,0.0005456449028531,0.0005535239459287,50000,10000000.0,1,72,12.512
340,4254.080000000027,17.002717825739516,1563.0,316.0,1.0139926183843218,0.0005950863083184,0.0006034131239364,50000,10000000.0,1,72,12.512
341,4266.592000000027,17.052725819344634,1563.0,331.0,1.0152103857218082,0.0005307980892168,0.0005388717328942,50000,10000000.0,1,72,12.512
342,4279.104000000028,17.102733812949747,1563.0,348.0,1.0158914410762068,0.0005729319439365,0.0005820366581642,50000,10000000.0,1,72,12.512
343,4291.616000000027,17.152741806554864,1563.0,318.0,1.0160970605197424,0.0005736307271344,0.000582864495665,50000,10000000.0,1,72,12.512
344,4304.128000000028,17.20274980015998,1563.0,332.0,1.0152079508361809,0.000531230876494,0.0005393098095463,50000,10000000.0,1,72,12.512
345,4316.640000000028,17.2527577937651,1563.0,332.0,1.0151700130935004,0.0005920813446766,0.0006010632264277,50000,10000000.0,1,72,12.512
346,4329.152000000027,17.302765787370216,1563.0,311.0,1.0158991755767035,0.0005801747460248,0.000589399046177,50000,10000000.0,1,72,12.512
347,4341.664000000028,17.35277378097533,1563.0,319.0,1.0165639287710484,0.0005930229069858,0.0006028456961767,50000,10000000.0,1,72,12.512
348,4354.176000000028,17.402781774580447,1563.0,326.0,1.0154230196199112,0.0005431100860081,0.0005514864835204,50000,10000000.0,1,72,12.512
349,4366.688000000028,17.452789768185564,1563.0,315.0,1.0156303067452326,0.000571420780009,0.0005803522620811,50000,10000000.0,1,72,12.512
350,4379.200000000028,17.50279776179068,1563.0,320.0,1.0155690316464776,0.0005452607822575,0.000553749964632,50000,10000000.0,1,72,12.512
351,4391.712000000029,17.5528057553958,1563.0,327.0,1.0166675902772524,0.0005470209842917,0.0005561385059309,50000,10000000.0,1,72,12.512
352,4404.224000000028,17.602813749000912,1563.0,341.0,1.0151475906943954,0.0005587304485612,0.0005671938687045,50000,10000000.0,1,72,12.512
