,time,passes,recirculated,discarded,keff,keff_relative_uncertainty,keff_absolute_uncertainty,neutrons_per_cycle,power_normalization_value,DEM_step_increment,threshold,time_step
1030,11124.0,51.5,,,0.9774967696370015,0.0002972626060168582,0.00029057323711535553,200000,10000000.0,1,68.39999999999999,10.8
1031,11134.8,51.55,1350,322,0.9800011628927388,0.0002750093491248092,0.0002695094819486882,200000,10000000.0,1,68.39999999999999,10.8
1032,11145.6,51.6,1350,326,0.9811243808578368,0.0002877732592652838,0.0002823413608240933,200000,10000000.0,1,68.39999999999999,10.8
1033,11156.4,51.65,1350,334,0.98105438352393,0.00028559708932181325,0.0002801862764008403,200000,10000000.0,1,68.39999999999999,10.8
1034,11167.2,51.7,1350,315,0.9820476932476235,0.000285011034242822,0.0002798944287282828,200000,10000000.0,1,68.39999999999999,10.8
1035,11178.0,51.75,1350,276,0.982067976737255,0.00027972041461485326,0.000274704461632915,200000,10000000.0,1,68.39999999999999,10.8
1036,11188.8,51.8,1350,316,0.9817847091235984,0.00028410975654277157,0.00027893461468652135,200000,10000000.0,1,68.39999999999999,10.8
1037,11199.6,51.85,1350,308,0.981521686444468,0.00028816020953367907,0.00028283549482768794,200000,10000000.0,1,68.39999999999999,10.8
1038,11210.4,51.9,1350,328,0.9817296488345812,0.00027578019214818576,0.00027074159119317174,200000,10000000.0,1,68.39999999999999,10.8
1039,11221.2,51.95,1350,283,0.9817311028575995,0.0002803645574280131,0.0002752426061659861,200000,10000000.0,1,68.39999999999999,10.8
1040,11232.0,52.0,1350,291,0.9819687156396352,0.00028974458948739524,0.00028452012240247083,200000,10000000.0,1,68.39999999999999,10.8
1041,11242.8,52.05,1350,285,0.9819321939336324,0.0002746043456079459,0.0002696428475465198,200000,10000000.0,1,68.39999999999999,10.8
1042,11253.6,52.1,1350,316,0.9813003967548524,0.00027635134250084603,0.0002711836820398163,200000,10000000.0,1,68.39999999999999,10.8
1043,11264.4,52.15,1350,291,0.9811746292828792,0.0002835933533361423,0.00027825460332667803,200000,10000000.0,1,68.39999999999999,10.8
1044,11275.2,52.2,1350,299,0.9814550515147019,0.0002781776177529847,0.00027301882816199263,200000,10000000.0,1,68.39999999999999,10.8
1045,11286.0,52.25,1350,295,0.9813436223927932,0.0002869287523751552,0.0002815757012244796,200000,10000000.0,1,68.39999999999999,10.8
1046,11296.8,52.3,1350,293,0.9808117085296799,0.00028550963557454957,0.0002800311934695602,200000,10000000.0,1,68.39999999999999,10.8
1047,11307.6,52.35,1350,299,0.9806941123182383,0.00029386698018546946,0.0002881936172726303,200000,10000000.0,1,68.39999999999999,10.8
1048,11318.4,52.4,1350,281,0.9798275980570779,0.0002824906342885327,0.00027679211966855343,200000,10000000.0,1,68.39999999999999,10.8
1049,11329.2,52.45,1350,290,0.9803966168397636,0.00029352245119194795,0.0002877684181151004,200000,10000000.0,1,68.39999999999999,10.8
