,r,id,dist,initial,passes,residence_time,insertion_step,avg_r_dist,burnup,integrated_flux_pebbles_thermal,integrated_flux_pebbles_thermal_unc,integrated_flux_pebbles_thermal_rel_unc,integrated_flux_pebbles_fast,integrated_flux_pebbles_fast_unc,integrated_flux_pebbles_fast_rel_unc,integrated_power_pebbles,integrated_power_pebbles_unc,integrated_power_pebbles_rel_unc,922350,922380,942390,942410,541350,551370
2,3.0,17817,74.738721837389,1,2,97.19999999999999,0,46.38418646284546,64.41122803016897,2.4202156807168806e+20,4.763420109230371e+18,0.019681800044446536,1.2127350362834102e+20,3.4785292474877814e+18,0.028683340906420933,5688469359.555312,368757744.48462456,0.0648254778528774,0.0035640063552054794,0.019195740488589585,4.313229746741308e-05,1.4275869335322437e-07,1.5835095219976914e-08,2.240940553722722e-05
31,3.0,21828,77.0289828226326,1,2,97.19999999999999,0,15.031612457334731,34.175812871816305,2.39255362688392e+20,4.4941683604243323e+18,0.018783981725323213,1.1617969787310142e+20,3.2631703260001623e+18,0.028087268134957596,5473636830.638819,340854970.5512156,0.06227212018219246,0.0035798910414293907,0.01919048754450366,4.775494192431146e-05,1.4744343161813996e-07,4.972369959548191e-16,2.154430079119764e-05
118,3.0,9579,75.0651284510532,1,2,97.19999999999999,0,50.85653036351194,24.474545315130015,2.030466512546585e+20,4.270338351411771e+18,0.021031316325704714,9.230700330102342e+19,2.948339170949446e+18,0.03194057943073489,4734629302.243564,326177125.936575,0.06889179809325555,0.003635304690528804,0.019205380054517704,3.5359805826513215e-05,8.017465208975183e-08,5.9657524871145005e-09,1.8637749972867146e-05
125,3.0,10823,71.06429710888695,1,2,97.19999999999999,0,50.48166438306809,65.59187109159087,2.0783587556349392e+20,4.2916436351216794e+18,0.020649195541847545,9.932762416315746e+19,3.0701688815319793e+18,0.030909516938499013,4942908311.020631,331778799.99232507,0.06712218376630541,0.0036202921243559715,0.019205092039486716,3.5369243631898794e-05,3.8846812084769353e-08,2.2699514123924887e-09,1.9456190371686302e-05
144,3.0,22065,80.45086297849679,0,1,0.0,10,19.346493266303735,75.12221745285989,0.0,0.0,0.018886395114966408,0.0,0.0,0.02809887394671397,0.0,0.0,0.061658169523165884,0.00399213959998326,0.019244838360094756,0.0,0.0,0.0,0.0
196,3.0,22339,80.466830020843,1,2,97.19999999999999,0,15.040734679038499,32.6530214602764,2.544976071468965e+20,4.784235613920183e+18,0.01879874497664221,1.2410231394642954e+20,3.4271713571112e+18,0.02761569263398735,5732432668.555327,359444288.33410144,0.06270362150187934,0.003560779761099837,0.019187791735392708,4.9337098404755765e-05,1.0383288662628875e-07,5.720299922185982e-09,2.257244369884101e-05
215,3.0,3766,102.281634032408,1,2,97.19999999999999,0,54.745872798884434,71.27292999492096,2.0303472962126302e+20,4.3244929312080445e+18,0.02129927692309029,6.256652279845228e+19,2.470363916692201e+18,0.039483797503819584,5129096869.134886,335926883.9451334,0.06549435359012697,0.003607980520791704,0.019216668351599273,2.5157550101346148e-05,2.5940324717825612e-08,2.0154142000666905e-09,2.018183341611428e-05
231,3.0,10975,63.26667246965663,1,2,97.19999999999999,0,45.18764617239056,65.60421173760827,1.9839963630876613e+20,4.1347314414934456e+18,0.02084041845247453,9.929870806630231e+19,2.9915269388718945e+18,0.03012654441460039,4853796853.794923,326487238.4891407,0.06726429809971916,0.003626512748049888,0.01920492371489625,3.580360752607651e-05,5.435121186999539e-08,1.1266857817744225e-09,1.9101710491618615e-05
282,3.0,16929,69.49101851302537,1,2,97.19999999999999,0,43.667217743615865,67.34356462763387,2.320818698482615e+20,4.621141894853436e+18,0.01991168848249459,1.1504089251712218e+20,3.320688717659222e+18,0.02886528994170473,5460957499.638754,355187377.4988457,0.06504122720646363,0.0035807912863803143,0.01920316219529479,3.6393178656082694e-05,1.0478513732338817e-07,6.53404313434041e-09,2.149388016705539e-05
356,3.0,3666,101.66751241049838,1,2,97.19999999999999,0,53.20647207924922,37.56656727214379,2.094186719981092e+20,4.486453573142774e+18,0.02142336941752396,6.613281494195792e+19,2.5876239436358385e+18,0.03912768488543684,5626113401.899835,367066577.3045099,0.06524336626072241,0.003570692312086506,0.019213816244411926,2.7632171818937342e-05,2.0741307831044303e-08,1.0563001933875766e-08,2.2133110828292537e-05
387,3.0,3625,101.38978251322251,1,2,97.19999999999999,0,52.38584278575742,42.77956521170611,1.9953395252503793e+20,4.2333782867049293e+18,0.02121633051985835,6.41858669091309e+19,2.487405981594292e+18,0.03875317264337581,5258989871.895033,343388185.6825332,0.06529546434718578,0.0035971205802990238,0.019216283840243344,2.5527142273984692e-05,4.23171232829502e-08,2.186845332453546e-09,2.0678095024448238e-05
419,3.0,18412,72.00687086794368,1,2,97.19999999999999,0,38.50522197642789,53.629539097137325,2.2692868777282303e+20,4.4394266521789727e+18,0.019563091364734178,1.1132994924838547e+20,3.2143408795246044e+18,0.028872202863877795,5307522201.791367,339210257.0899117,0.06391122715896003,0.0035921973204401606,0.019197128557664797,4.211136254081353e-05,1.3116955672561957e-07,2.320440217090583e-09,2.0879670398483052e-05
501,3.0,12957,66.10689480684523,1,2,97.19999999999999,0,46.227933922965214,37.11556565510549,2.1012375937580486e+20,4.312279101625527e+18,0.020522567816393604,9.97375097366439e+19,3.041536285143949e+18,0.030495410334337614,5022293815.0484705,333057798.8484296,0.06631587300816157,0.003614315725828272,0.019201808231108383,3.818449228447456e-05,9.486626906993019e-08,4.240063959838095e-09,1.9771017299383776e-05
537,3.0,23054,83.88449198250238,0,1,0.0,10,3.8858213082405797,73.47802039392504,0.0,0.0,0.018587525089207576,0.0,0.0,0.02815784128585128,0.0,0.0,0.06134390815526196,0.00399213959998326,0.019244838360094756,0.0,0.0,0.0,0.0
