,r,id,dist,initial,passes,residence_time,insertion_step,avg_r_dist,burnup,integrated_flux_pebbles_thermal,integrated_flux_pebbles_thermal_unc,integrated_flux_pebbles_thermal_rel_unc,integrated_flux_pebbles_fast,integrated_flux_pebbles_fast_unc,integrated_flux_pebbles_fast_rel_unc,integrated_power_pebbles,integrated_power_pebbles_unc,integrated_power_pebbles_rel_unc,922350,922380,942390,942410,541350,551370,discard_step
3089,3.0,19206,61.708202179006015,1,1,75.6,0,19.91104709189047,75.80163332060009,1.950734810572455e+20,3.664731076955394e+18,0.018786413494512648,9.39061342156501e+19,2.627032847471247e+18,0.027975093101356034,4642066944.750081,285270637.67398053,0.061453365724638186,0.003641950677808285,0.01920369859483748,3.6779963637954454e-05,1.1272904183981079e-07,7.575838665869245e-09,1.8275378830395852e-05,7
4181,3.0,19171,63.20505962960375,1,1,75.6,0,24.919120212999974,84.45049088690874,2.0045653100067655e+20,3.763830373185414e+18,0.018776292068891042,9.592432200752652e+19,2.7116885737854597e+18,0.028269040812951403,4767124469.721754,294941235.001676,0.061869841426416765,0.003633333506189202,0.019197901214226692,4.173419445902891e-05,7.663480314888629e-08,1.7062282172184452e-08,1.8777796457695602e-05,7
5164,3.0,11795,61.59016781231098,1,1,75.6,0,42.58571282682325,81.70105469968443,1.7270651552941218e+20,3.467171126685536e+18,0.020075508535722104,8.146020505656197e+19,2.4590960150682004e+18,0.03018769733467679,4112231890.192044,266088291.41282257,0.06470653857032271,0.0036814998184916434,0.01921061965209679,3.0782249328147075e-05,8.116767865614731e-08,8.247204975682152e-09,1.6204988441537332e-05,7
5247,3.0,19225,62.23217571162566,1,1,75.6,0,23.050090367303184,75.52379966464045,1.948697270856533e+20,3.691327833564212e+18,0.0189425411980062,9.656167921682527e+19,2.6844782330486026e+18,0.027800658137072342,4654024921.531263,287875369.2389704,0.06185514132233179,0.0036418576463336095,0.019203542370836473,3.680316944381554e-05,6.321238741703727e-08,1.3987476458417193e-08,1.8316630056940464e-05,7
5529,3.0,19499,58.202766609760026,1,1,75.6,0,10.210597037352242,78.83513728267486,1.8391321471506648e+20,3.4905648588654643e+18,0.018979413003428466,9.191091402422115e+19,2.5551415738735626e+18,0.02780019762615145,4329032594.10167,272705739.41280264,0.06299461449755903,0.0036661940214962056,0.019206071194393885,3.476859138548736e-05,6.571958817603107e-08,2.436133280666321e-09,1.7017484902551692e-05,7
5821,3.0,18881,57.27368384032038,1,1,75.6,0,17.261953164456315,77.74523283163516,1.8643860099877146e+20,3.513278712888772e+18,0.018844159385812614,8.98361083551121e+19,2.5482235363702456e+18,0.028365248484466875,4248877709.541014,270967978.0726787,0.06377401200891472,0.0036705953839822943,0.019203179497159682,3.7324410594654865e-05,4.5907240614291864e-08,6.890451385672307e-09,1.673182551108205e-05,7
5997,3.0,18407,57.291637292430934,1,1,75.6,0,21.917013016415908,81.32385391808629,1.83056789616805e+20,3.529979048496032e+18,0.0192835188243243,9.33862547373037e+19,2.640445488329292e+18,0.028274455333463008,4205860092.6789646,268357404.35980242,0.0638055946813175,0.0036734552124205707,0.01920888875766115,3.252417315767464e-05,4.132153612718282e-08,6.9826021851475926e-09,1.6577706431558078e-05,7
6046,3.0,19205,60.173036460225624,1,1,75.6,0,17.839114280817114,76.00521885087724,1.942889612692605e+20,3.68596407227698e+18,0.018971556840888606,9.585960964969325e+19,2.6863916382125885e+18,0.028024228849143712,4543347207.618681,280740880.61488116,0.06179164122524256,0.0036484946871031387,0.01920248345068296,3.7862708393321986e-05,3.314834409948492e-08,1.0085329370959521e-08,1.7909854674880626e-05,7
6244,3.0,14102,54.62670983201142,1,1,75.6,0,38.004315049433465,73.3960176427342,1.774033907231706e+20,3.5067150986619494e+18,0.01976690008216364,8.42580181167971e+19,2.494076089996938e+18,0.029600459941268618,4346001946.8367195,275119542.3542948,0.06330405409839801,0.0036651214086695833,0.019211232509667525,3.0287713365014805e-05,6.638852374826408e-08,7.847857148697298e-09,1.709732092242352e-05,7
6377,3.0,6119,84.89759745210893,1,1,75.6,0,50.21088294834856,76.26143227294921,1.724251062136425e+20,3.594839433738345e+18,0.020848700706521103,7.377234794183731e+19,2.4109491630828493e+18,0.032680933037181635,4199535564.9753757,275201601.9831608,0.06553143739950074,0.003675230064229613,0.019217406040988125,2.4594658576100137e-05,1.9601250660257413e-08,2.0828253494350075e-08,1.6545001149617732e-05,7
6378,3.0,16792,51.56260393115619,1,1,75.6,0,26.46979933259623,75.51492054882793,1.6826955397098933e+20,3.3186886936463836e+18,0.019722454926210508,8.53267464010156e+19,2.3928702600222034e+18,0.028043613063321052,3828559189.1585293,250328455.43798155,0.06538450708737788,0.0037036059281666334,0.01920628000637082,3.519952190827353e-05,4.079479752764509e-08,5.751063852450951e-10,1.5061046038611927e-05,7
6476,3.0,5821,83.8895056203807,1,1,75.6,0,45.17280283002371,75.3522205602962,1.4177873974812906e+20,3.026216142152029e+18,0.02134463987709387,5.962877308474329e+19,2.0240211259732954e+18,0.03394369901082477,3468712539.4940557,240672513.2831973,0.06938381619778203,0.003730729797582258,0.019220758748808797,2.2296961262760595e-05,6.82824847259746e-09,3.596702654977539e-09,1.3657092733220964e-05,7
7585,3.0,16426,61.153244669397644,1,1,75.6,0,38.542107441224054,82.5519465243772,1.901237199916333e+20,3.6701763398837755e+18,0.01930414753111967,9.399482331965714e+19,2.6930446523982515e+18,0.028650989036276588,4484244457.848116,287878651.70992917,0.06419780509648562,0.0036544407175555928,0.01920688144761573,3.377617116922882e-05,7.026569013603801e-08,2.2926125549279472e-08,1.7667743920259892e-05,7
7647,3.0,8301,72.68913333902545,1,1,75.6,0,45.929701625643375,74.9461559245776,1.5020744861304304e+20,3.181819249145179e+18,0.021182832665922073,6.57677585177505e+19,2.194337895286427e+18,0.0333649487946922,3678755239.097771,253488663.88887125,0.06890609660430692,0.0037157606251547923,0.019216761618020963,2.560356874422235e-05,4.6069589696210135e-08,8.453645729894162e-09,1.447900065805419e-05,7
8209,3.0,19528,57.8134747275176,1,1,75.6,0,8.858656729861256,78.39321348051742,1.9156064790831078e+20,3.6397700648035123e+18,0.019000614711564685,9.71599505146049e+19,2.719603181574965e+18,0.027990989776864487,4479054216.881029,277266536.6317386,0.0619029203948355,0.0036528283160064128,0.019203529088177365,3.705059387179414e-05,6.042743623711729e-08,4.8672548342916326e-09,1.763406271209072e-05,7
8240,3.0,20060,65.18958665857807,1,1,75.6,0,18.32939450927771,82.47498031232465,2.0377161292374855e+20,3.8523901789621955e+18,0.018905431054342992,1.0068243055780005e+20,2.79320926684336e+18,0.027742767545126223,4635711445.076166,288788300.5870387,0.06229643583484386,0.00364163303461129,0.019203985171066522,3.624874176508013e-05,6.847975706654147e-08,2.0382091972297883e-08,1.8267222391059605e-05,7
8259,3.0,19534,58.64251778586373,1,1,75.6,0,10.060588850558137,79.69142511531712,1.9263032917222926e+20,3.6404003118749773e+18,0.018898375595984805,9.701731709556702e+19,2.689326988689171e+18,0.027720071727401475,4471343931.873426,277912357.8275888,0.0621540999891609,0.003655323976525456,0.019202004008058708,3.822251280166752e-05,4.981594054417302e-08,8.389650850119373e-09,1.7613112667235007e-05,7
8535,3.0,15131,58.7011663641401,1,1,75.6,0,41.57033557662436,74.44603982424839,1.855325152924252e+20,3.630718170977873e+18,0.019569174520462643,9.078340639463807e+19,2.603141424263546e+18,0.028674198596906744,4269004058.351127,277057602.46500653,0.06489982175655698,0.003670251532135316,0.01921193649673561,2.9393960698809067e-05,7.296756101948961e-08,1.7400340555754873e-08,1.6825893242711638e-05,7
8657,3.0,11450,61.27033878262025,1,1,75.6,0,44.850544598381624,81.7587514619797,1.676365540176318e+20,3.4317214780577833e+18,0.020471200318856703,7.863950772249415e+19,2.386877170914894e+18,0.0303521377491043,4047127035.8937173,271923735.26793295,0.06718932537977146,0.003686239025282035,0.019215169129851974,2.6803141902653023e-05,4.1044808338229196e-08,1.4440581221288647e-08,1.592888030686061e-05,7
8881,3.0,19076,57.814754737865215,1,1,75.6,0,14.744697591571342,73.91688560586923,1.8823213340312974e+20,3.62408986235938e+18,0.01925330068165249,9.071806913704996e+19,2.4857235530319995e+18,0.027400534167859737,4295900446.089485,268186598.66419166,0.06242849480097222,0.0036683957347385643,0.019201385185420947,3.937881800791431e-05,9.398785334972003e-08,2.6798976164217705e-09,1.692290847178109e-05,7
8941,3.0,18198,59.60925035410467,1,1,75.6,0,27.979699374114183,74.35913589273764,1.762735910540381e+20,3.412356485782767e+18,0.019358296755505943,8.942624664142941e+19,2.4954934143763773e+18,0.02790560387022063,4037297709.915386,265658733.55553073,0.06580112556552051,0.0036879868493345505,0.019207065624978346,3.388929392080871e-05,4.922684293351145e-08,5.578274178190956e-09,1.590898430340595e-05,7
8985,3.0,14219,60.14245203694057,1,1,75.6,0,43.168818809440026,78.79306225653394,1.7980327495004484e+20,3.609616394269762e+18,0.02007536511930959,9.077198413653742e+19,2.654650071241097e+18,0.02924525773555886,4215790863.0312595,278292936.29291403,0.06601203554315178,0.0036739428431860305,0.019208684563080378,3.2201625739706136e-05,9.029054405128238e-08,2.2779026450965006e-08,1.6626642936394465e-05,7
9044,3.0,16995,61.017221602699244,1,1,75.6,0,32.8508308084033,83.13500141275078,1.8761134312556184e+20,3.5674683344364093e+18,0.01901520598383449,9.135918720591707e+19,2.617276471530996e+18,0.028648202239713916,4299760977.568579,271824890.12398183,0.0632186048345629,0.00366652790558469,0.019209690585194835,3.155905859511701e-05,4.021823765400331e-08,5.446444132587441e-09,1.6911492779141363e-05,7
9109,3.0,3249,99.08812890403237,1,1,75.6,0,47.1920631750844,74.11908007074615,1.624102599018431e+20,3.3872111728635955e+18,0.020855894048262377,5.18328575157645e+19,2.0092852110535168e+18,0.038764700758440934,4137329141.3685064,275725772.69922215,0.06664342218806894,0.003681865568565375,0.019219641689950676,2.2785274397961536e-05,1.1857967916782326e-08,1.2151126051612908e-08,1.6276392014894627e-05,7
9491,3.0,6686,79.67850673162197,1,1,75.6,0,44.83540556023516,80.84143014512847,1.4809764804917222e+20,3.177574373299252e+18,0.02145594082793412,7.185315428711735e+19,2.2800080617093097e+18,0.03173149577537886,3742515629.384575,251149738.90443602,0.06710719841288558,0.0037107353545210897,0.0192144582731721,2.790973956242422e-05,1.310087646542965e-08,2.478175234662683e-09,1.4763789017609167e-05,7
9603,3.0,15914,54.007648193802524,1,1,75.6,0,31.8693153518352,77.47476311516712,1.722680335663726e+20,3.395086022403843e+18,0.019708160313420896,8.366025096944378e+19,2.435551333729989e+18,0.029112407690715086,4068363793.063683,261474188.48648962,0.06427010999662505,0.003685478569360461,0.019209568307964525,3.215031244755055e-05,4.054172263865454e-08,2.9290715074586046e-09,1.60123512193803e-05,7
9632,3.0,4049,92.16678219284066,1,1,75.6,0,44.908140793094596,81.04534890784252,1.3860341767857124e+20,2.958492342702262e+18,0.021345017260419683,5.25248785255674e+19,1.8595702419823793e+18,0.03540360861714703,3580190062.7292337,240785226.85717833,0.06725487268506189,0.0037229832970447556,0.019220538482676748,2.2504722547982285e-05,1.975728016754769e-08,1.2591422231592447e-09,1.4107336774998905e-05,7
9698,3.0,19234,56.87027779569266,1,1,75.6,0,12.486565388600402,74.41010015145498,1.890712630516222e+20,3.617667148581817e+18,0.019133881533303577,9.365428576691062e+19,2.6055142345270185e+18,0.027820555281492344,4404485848.307453,273855183.85837984,0.062176424965383045,0.0036596861921240572,0.019207949374206293,3.285289755018164e-05,6.496782741117596e-08,6.592907180843613e-09,1.73389806155756e-05,7
10032,3.0,13503,59.05569122218745,1,1,75.6,0,41.84060149506201,78.63618326581624,1.7700996860328018e+20,3.4811783315208817e+18,0.01966656657243411,8.32649333826116e+19,2.4555284516115246e+18,0.029490547243076495,4260266464.3966737,273200361.66852367,0.06412752909980561,0.0036701682849523726,0.01920975003966585,3.1560331262285224e-05,5.545103833503266e-08,1.0848311325969318e-08,1.6769687696578812e-05,7
10080,3.0,5456,86.10921340382849,1,1,75.6,0,45.821724177956334,75.29800182135115,1.4023847236874443e+20,3.007529340882409e+18,0.021445822177628842,5.94378045143749e+19,2.0121024276310595e+18,0.0338522333398845,3787976076.607777,254760897.8631936,0.06725514963952414,0.0037072587919466837,0.019220323289851318,2.230810113701273e-05,1.584294399997959e-08,3.2446081487170295e-09,1.4903872958251012e-05,7
10120,3.0,14066,57.77191671388955,1,1,75.6,0,42.256115200806214,72.95398117046486,1.799714205429339e+20,3.587674786918714e+18,0.01993469171991583,8.857195432095565e+19,2.584147707106616e+18,0.02917568802583393,4122871829.201903,269542139.7349106,0.06537727848480995,0.003681783450509193,0.019212685202281216,2.887181872334383e-05,1.89759347492455e-08,1.5107841620519808e-08,1.62244749306496e-05,7
10424,3.0,11775,59.485617953650895,1,1,75.6,0,41.522652960384214,74.9198308831556,1.5589594219553686e+20,3.1767022008581197e+18,0.02037706790901364,7.709832567139061e+19,2.328342341847319e+18,0.030199648586030352,3686609438.915883,246261910.84889716,0.06679902358230687,0.003714442156215579,0.01921437983010761,2.7658488084904397e-05,1.6935266889573454e-08,1.460601717205607e-09,1.4512953034509172e-05,7
10427,3.0,10338,63.267356664693445,1,1,75.6,0,42.01355627385417,73.39586841376268,1.549358803450518e+20,3.211024412360681e+18,0.0207248598917793,7.785886083112455e+19,2.3842400078992865e+18,0.030622590446971607,3779722149.8485756,251106136.9582453,0.06643507829492314,0.0037066979958864737,0.019213952451397565,2.8367484139173675e-05,4.629818020259746e-08,1.13745369955603e-09,1.4873391432103371e-05,7
11063,3.0,6011,82.65203982667164,1,1,75.6,0,46.13701057485381,76.20857792588038,1.4290844597968216e+20,3.127598216802607e+18,0.021885328017962422,6.765119319534018e+19,2.160617828924298e+18,0.03193761598092732,3600922793.478313,246270453.63640854,0.06839092859264652,0.0037204695954795664,0.01922073580731621,2.2026104741821877e-05,3.28071039206581e-08,8.335279550455006e-09,1.4175901006188928e-05,7
11175,3.0,4580,87.99192340351208,1,1,75.6,0,43.41711715275609,72.20360626078364,1.372803494580562e+20,2.973574369541964e+18,0.021660597319869815,6.130916250393901e+19,2.0460209115873014e+18,0.03337218823460275,3632933280.2784305,245172591.97038808,0.0674861256883853,0.003718848707438771,0.019221513435881882,2.1682221646582785e-05,2.6366155685212457e-08,3.747952008636958e-09,1.4308364299391481e-05,7
11721,3.0,9654,69.79172121216722,1,1,75.6,0,49.12164174361798,78.05276517538314,1.7103149014832565e+20,3.513835688137695e+18,0.020544963299392118,8.175243357043127e+19,2.5220183780219034e+18,0.030849459372351732,4119504523.6772294,275209507.8417292,0.06680645846119052,0.0036823579979660035,0.019212795280300867,2.8566269764629147e-05,3.30549023723813e-08,2.03453926438746e-08,1.6229446742713765e-05,7
11812,3.0,15593,57.84120194355436,1,1,75.6,0,37.4171639124393,74.70769293159869,1.8267646346992334e+20,3.5895713835047603e+18,0.019649884365621973,9.119223978165607e+19,2.5815760847942036e+18,0.02830916414571391,4205645377.640839,271300760.2831503,0.06450871053596458,0.0036753100792537184,0.01920870799554592,3.2554237801473805e-05,3.275815234725439e-08,1.141058352728602e-08,1.6564154295402497e-05,7
11844,3.0,14978,61.8231847816713,1,1,75.6,0,43.72663388625605,80.66442703034389,1.7935642244945255e+20,3.5478311867263647e+18,0.019780898494037694,9.112498716500417e+19,2.6728054108273705e+18,0.02933120205534405,4402013433.11231,286257997.13468355,0.06502887859937617,0.0036600224302288484,0.01920598755090395,3.4754595993047665e-05,5.456780671905431e-08,2.322494003175873e-08,1.7348042251977654e-05,7
11908,3.0,6047,78.00509076767595,1,1,75.6,0,41.13681661139566,79.18834349984826,1.4154505836340004e+20,3.047523285823955e+18,0.021530411029961942,6.301473396587783e+19,2.0828122975334738e+18,0.03305278252323189,3351717397.331153,235083768.19974098,0.07013830234820197,0.0037399139170554373,0.01921832381344339,2.4672542383340657e-05,1.3641646106452535e-08,2.8379784867610852e-09,1.3198522072096582e-05,7
12097,3.0,18058,59.004083467008236,1,1,75.6,0,29.222918528605618,78.89284890658425,1.979909640141947e+20,3.791296844445889e+18,0.01914883774278748,1.0096112493121867e+20,2.781384903043567e+18,0.027549068068907005,4478279785.420471,283495937.08641624,0.06330465059583107,0.0036536374103954944,0.019199562317993447,4.039316553601812e-05,3.018866147211552e-08,1.7621441252773674e-08,1.7656373629707466e-05,7
12178,3.0,12896,57.823304089869715,1,1,75.6,0,41.198052473805745,75.49900059180017,1.7041021886986505e+20,3.452290593691101e+18,0.020258706412010812,8.605835606596026e+19,2.5330625705331113e+18,0.029434243068640783,4184951246.6538763,270780377.3235852,0.06470335288615145,0.003676620700485659,0.01921039177709217,3.0885940070388626e-05,3.726081974590792e-08,1.0091924944164742e-08,1.647369949494787e-05,7
13164,3.0,7078,78.38981822508939,1,1,75.6,0,45.988939137465216,81.68714921197508,1.5823773219108507e+20,3.316435529439024e+18,0.02095856331809758,7.409018207714107e+19,2.353553588469759e+18,0.031766065657920645,4159863726.2661963,274723129.12871677,0.06604137712350071,0.0036786529976599145,0.019213919422299525,2.791675847342437e-05,2.4304381195527358e-08,1.4129096656318572e-08,1.636808215571464e-05,7
13804,3.0,15174,53.45704412915974,1,1,75.6,0,34.29066855525995,74.34056391379663,1.766495535709999e+20,3.4855950432268314e+18,0.019731694605307243,8.64312506256592e+19,2.4952039711257236e+18,0.028869233674896775,4290581095.605322,270490201.7353171,0.06304278970798848,0.0036675168446026396,0.0192090975696422,3.2123646033502204e-05,6.356689786359496e-08,3.4747808185542767e-09,1.690388901537983e-05,7
14006,3.0,17665,58.613252680203125,1,1,75.6,0,29.220365470939605,82.860456375487,1.943559128194927e+20,3.678259575765092e+18,0.018925380362270025,9.387626974947956e+19,2.660217993915037e+18,0.02833749147696386,4403198317.664833,277360216.8615517,0.06299062564337218,0.0036597499248985344,0.019207259322959153,3.3784333821811265e-05,4.283242437566035e-08,1.1297182792527216e-08,1.732753885756341e-05,7
14082,3.0,18026,63.666568256658806,1,1,75.6,0,32.11897219242092,78.35415478548116,1.806778270464403e+20,3.5280443565781386e+18,0.019526714562884975,9.558499559381615e+19,2.6830219789205775e+18,0.028069488963748564,4164696447.123591,271222861.5167636,0.06512428095547941,0.0036785535902528867,0.01920789827604827,3.326672421328494e-05,2.9084796581288387e-08,1.110918900668887e-08,1.640615399788776e-05,7
14179,3.0,19255,55.52461520947491,1,1,75.6,0,6.643974185753712,77.83687109256222,1.8382286678757156e+20,3.500860037863135e+18,0.0190447472561114,9.464182520068463e+19,2.639359737216436e+18,0.027887878658508197,4223964171.665179,265289176.70526534,0.06280573554218444,0.0036739901766826405,0.01920637356062429,3.4548485374460834e-05,5.893306192944621e-08,3.879235124395346e-09,1.6638799136589427e-05,7
14331,3.0,8903,67.84002345946419,1,1,75.6,0,45.44751170851767,81.49205174295984,1.5601035128896756e+20,3.283310091983145e+18,0.021045463104571113,7.344686436976213e+19,2.347151242115113e+18,0.03195713339508376,3781552551.2836165,260913425.47788775,0.0689963770011137,0.0037077584976879167,0.019214943191341826,2.714132353737776e-05,2.251658280524858e-08,1.097261336601268e-08,1.4895898518010712e-05,7
14597,3.0,15326,58.45978480839112,1,1,75.6,0,38.70146958138845,78.43114712410633,1.802803278756303e+20,3.531467128464378e+18,0.019588754746999493,8.981125044204236e+19,2.577146209239736e+18,0.028695137820209264,4325606299.377689,274321806.34175104,0.06341811698887548,0.003667415614163182,0.01920478278606505,3.601514369799722e-05,7.595537963867443e-08,1.119295215569243e-08,1.70260378538816e-05,7
14600,3.0,14586,56.63159266681876,1,1,75.6,0,39.35385098276258,75.07422052279935,1.7937100086315516e+20,3.5371334284343967e+18,0.01971965039729543,8.016970327119728e+19,2.3733514736428744e+18,0.029604094524515383,4380415331.824502,276294056.41345024,0.06307485374871293,0.0036617260248393664,0.01920802019327515,3.319718304033058e-05,6.517381901290343e-08,8.11570112940945e-09,1.7271629082180904e-05,7
14616,3.0,16716,55.878508146560954,1,1,75.6,0,30.387898148960964,81.24823055621177,1.6583356980299674e+20,3.2323503998615276e+18,0.01949153240626384,8.226413483509654e+19,2.387587787043989e+18,0.029023435204540277,3948107060.927761,252739146.17771652,0.06401527169284149,0.0036936066420821057,0.019210060516184863,3.1553348524848515e-05,2.393482094310038e-08,5.100553581955705e-16,1.5538410841008596e-05,7
15287,3.0,17863,53.75871026891331,1,1,75.6,0,20.99537632421022,76.7117264267071,1.813189453267566e+20,3.5096476676116654e+18,0.01935621046817196,8.74919735332524e+19,2.507467517137242e+18,0.028659400581291586,4348261289.580439,269892512.34046704,0.06206906493572488,0.0036639241979870576,0.019209165745456294,3.2471109304832426e-05,4.815185794648761e-08,2.919688865604059e-09,1.710052851736554e-05,7
15316,3.0,9388,64.41423861109709,1,1,75.6,0,41.68419880132261,75.91206123841246,1.4432700864091721e+20,3.1145550513536425e+18,0.021579848987950654,6.962705181323582e+19,2.1914035827898798e+18,0.03147345070229303,3498982843.3871503,242645574.69273502,0.06934746054880474,0.0037282456278217805,0.019217453972301287,2.5246455264171426e-05,2.7641164952468186e-08,3.4247074950114527e-09,1.377799233741369e-05,7
15495,3.0,18011,53.70592550018655,1,1,75.6,0,20.442004990489725,82.5170355706799,1.7305363298907046e+20,3.314855618544067e+18,0.019155076731347347,8.521077735331886e+19,2.416175273617271e+18,0.02835527791982012,4297444333.302774,259462469.69401237,0.0603759931648967,0.00366777150811834,0.019208152163385613,3.3254915389009503e-05,9.187251816693471e-08,4.429911085866258e-13,1.6911858058278616e-05,7
15713,3.0,15397,61.27398500930631,1,1,75.6,0,41.0225213304129,76.13847446092626,1.8046228614849102e+20,3.603637751524083e+18,0.019968924413153434,9.027849054950452e+19,2.5972147903612626e+18,0.0287689213073082,4311968146.52929,277138504.69725066,0.06427192763942838,0.0036676692611256286,0.01920283584632322,3.807112963071787e-05,5.0050799886149407e-08,1.3256670860960263e-08,1.6983563486653212e-05,7
15776,3.0,3861,92.57625867388559,1,1,75.6,0,45.29965119291359,79.93403475627858,1.483306520790736e+20,3.189273138441794e+18,0.02150110643848329,6.0707985213970465e+19,2.1114979794422925e+18,0.034781223129051936,3770528496.7052436,252071215.43966118,0.06685301958596138,0.0037091571848928482,0.019225188434478072,1.8041533906765582e-05,1.4175461801567876e-08,2.6317424437172376e-09,1.4827585478189871e-05,7
16061,3.0,16806,59.947867336576884,1,1,75.6,0,35.5661213225495,76.2541426139953,1.8703726547508596e+20,3.6079957944890665e+18,0.019290250984607474,9.233913657649886e+19,2.6582956154401116e+18,0.02878839584164654,4486655887.791757,278808394.1389771,0.0621416933038297,0.003654855709035315,0.01920720506067928,3.3613355611519674e-05,1.5089930124168662e-07,1.0525025906879699e-08,1.764014541475624e-05,7
16063,3.0,6167,81.23838930418158,1,1,75.6,0,45.13634056749616,80.51949084871997,1.4114984914325855e+20,3.113092713664446e+18,0.02205523231204339,6.6943427364789e+19,2.2072588572374866e+18,0.032972002541932346,3317911994.4338894,237197490.38542238,0.0714899885178822,0.00374137675099615,0.019223927014140843,1.932160335225712e-05,1.6287115202392957e-08,4.319738142761734e-09,1.3056915977131192e-05,7
